Category,Description,Price,Location,"Image URL"
Appartements,"Studio au 3éme étage à Sidi Sré","400 TND","Monastir, 8 hours ago",https://www.tayara.tn/mediaGateway/resize-image?img=d0/d0a7c40a-0e33-4928-a897-56b88e919c49&w=100&w=300
Voitures,"A vendre Peugeot 2008","49000 TND","Tunis, 8 hours ago",https://www.tayara.tn/mediaGateway/resize-image?img=3b/3b54b913-f587-487d-8aae-5913e784a756&w=300
"Offres d'emploi","Des Agents Experts et/ ou Débutants","1400 TND","Tunis, 8 hours ago",https://www.tayara.tn/mediaGateway/resize-image?img=21/21d4a543-179b-4cd3-9040-315a386ea246&w=300
"Maisons et Villas","Etage de villa pour la vente à Hergla ","189999 TND","Sousse, 8 hours ago",https://www.tayara.tn/mediaGateway/resize-image?img=d4/d409aee2-9a49-4989-9017-13aa4388ea07&w=100&w=300
"Maisons et Villas","Villa de style américain en vente à Hergla ","785000 TND","Sousse, 8 hours ago",https://www.tayara.tn/mediaGateway/resize-image?img=d4/d409aee2-9a49-4989-9017-13aa4388ea07&w=100&w=300
"Accessoires informatiques et Gadgets","3 cartouches d'ancre pour imprimante HP 135 tri-color Cartridge","200 TND","Tunis, 8 hours ago",https://www.tayara.tn/mediaGateway/resize-image?img=d4/d4f1341a-3a1a-46b5-ac56-e33e4b8328c8&w=300
Appartements,"S2 jamais habité en vente a cité Nozha ","245000 TND","Sousse, 8 hours ago",https://www.tayara.tn/mediaGateway/resize-image?img=d4/d409aee2-9a49-4989-9017-13aa4388ea07&w=100&w=300
"Maisons et Villas","Duplex indépendant en vente à Hergla ","290000 TND","Sousse, 8 hours ago",https://www.tayara.tn/mediaGateway/resize-image?img=d4/d409aee2-9a49-4989-9017-13aa4388ea07&w=100&w=300
Appartements,"S3 vide pour la location a hergla ","500 TND","Sousse, 8 hours ago",https://www.tayara.tn/mediaGateway/resize-image?img=d4/d409aee2-9a49-4989-9017-13aa4388ea07&w=100&w=300
"Accessoires informatiques et Gadgets","disque dur 1tera pour ps3/4/xbox/ps portable..........","80 TND","Tunis, 8 hours ago",https://www.tayara.tn/mediaGateway/resize-image?img=2d/2d0b8b4c-4174-4243-ae17-cba40ea2aa72&w=300
"Maisons et Villas","maison a vendre a centre ville hergla ","180000 TND","Sousse, 8 hours ago",https://www.tayara.tn/mediaGateway/resize-image?img=d4/d409aee2-9a49-4989-9017-13aa4388ea07&w=100&w=300
"Ordinateurs portables","disque dur 1tera pour ps3/4/xbox/ps portable..........","80 TND","Tunis, 8 hours ago",https://www.tayara.tn/mediaGateway/resize-image?img=0e/0e89dd30-571c-49e1-aba8-11c2f12e0de6&w=300
Voitures,"OPEL ","10005 TND","Sousse, 8 hours ago",https://www.tayara.tn/mediaGateway/resize-image?img=4b/4b591cab-f6a8-4d1e-a9b2-669bb2439d3a&w=300
"Jeux vidéo et Consoles","JEUX PLAYSTATION 4"," TND","Ben Arous, 8 hours ago",https://www.tayara.tn/mediaGateway/resize-image?img=58/585553a6-0f4d-4944-b690-9f8c035cfb3c&w=300
"Jeux vidéo et Consoles","disque dur 1tera pour ps3/4/xbox/ps portable..........","80 TND","Tunis, 8 hours ago",https://www.tayara.tn/mediaGateway/resize-image?img=5b/5baeaaeb-8bc2-49ee-835b-a5d848c109c0&w=300
"Terrains et Fermes","Terrain à cap Negro ","120 TND","Béja, 8 hours ago",https://www.tayara.tn/mediaGateway/resize-image?img=0c/0c784e76-2f71-491f-a906-bacfbdefdcb4&w=300
"Ordinateurs portables",Dell,"600 TND","Ben Arous, 8 hours ago",https://www.tayara.tn/mediaGateway/resize-image?img=42/424d3df7-f2f7-4ef2-a146-5a82019de199&w=300
Téléphones,"POCO C65 6GB+128GB neuf","600 TND","Ben Arous, 8 hours ago",https://www.tayara.tn/mediaGateway/resize-image?img=f5/f58168cb-1bd9-4184-9be0-38f856cfd723&w=300
"Ordinateurs portables","PC PORTABLE DELL","550 TND","Ben Arous, 8 hours ago",https://www.tayara.tn/mediaGateway/resize-image?img=49/493bd466-be3c-4e06-9848-c20a68428c62&w=300
"Offres d'emploi","Offre d'emploi"," TND","Ben Arous, 8 hours ago",https://www.tayara.tn/mediaGateway/resize-image?img=8b/8b1a6b18-9186-4644-a0b8-5c74755327d8&w=300
Appartements,"appartement neuf pres de la plage de mrezga","320000 TND","Nabeul, 8 hours ago",https://www.tayara.tn/mediaGateway/resize-image?img=05/059a59ca-8077-43c7-acaf-9757c3775eb8&w=300
"Electroménagers et Vaisselles","congelateur armoire état neuf whirlpool importé","1800 TND","Tunis, 8 hours ago",https://www.tayara.tn/mediaGateway/resize-image?img=8c/8c438054-5de8-47c7-a29a-d5106753b103&w=300
Chaussures,"chaussures marque coach importées","130 TND","Tunis, 8 hours ago",https://www.tayara.tn/mediaGateway/resize-image?img=ea/ea3f09a2-8122-4b39-9287-8c2cf5ba0bcc&w=300
"Electroménagers et Vaisselles","mécanisme chasse Oli importé","50 TND","Tunis, 8 hours ago",https://www.tayara.tn/mediaGateway/resize-image?img=77/776feb86-913c-4c3b-92b7-1f0fe46b3ce0&w=300
Voitures,"🏁 KIA SPORTAGE GDI 🏁","95000 TND","Ben Arous, 8 hours ago",https://www.tayara.tn/mediaGateway/resize-image?img=5c/5c560218-98e0-4f45-8447-707b3a326d72&w=100&w=300
"Image & Son","patch et reparation tou type de consoles"," TND","Tunis, 8 hours ago",https://www.tayara.tn/mediaGateway/resize-image?img=cb/cb8b247e-3bc1-4d84-b4fe-1afa7a22f71f&w=300
Voitures,"407 ndifa 53790003 ","19800 TND","Nabeul, 8 hours ago",https://www.tayara.tn/mediaGateway/resize-image?img=91/91d8361a-48c5-48aa-82c9-12a2ed5f3f68&w=300
"Accessoires informatiques et Gadgets","convertisseur Kinect Xbox one et360 to pc"," TND","Ben Arous, 8 hours ago",https://www.tayara.tn/mediaGateway/resize-image?img=1f/1ffb2bbe-a4eb-40f3-9b87-a11158cce455&w=300
"Jeux vidéo et Consoles","patch et reparation tou type de consoles"," TND","Tunis, 8 hours ago",https://www.tayara.tn/mediaGateway/resize-image?img=d3/d3539649-4c66-4ba6-b0cb-a7f547fbeff8&w=300
"Accessoires informatiques et Gadgets","patch et reparation tou type de consoles"," TND","Tunis, 8 hours ago",https://www.tayara.tn/mediaGateway/resize-image?img=7f/7fad863b-e3b6-4855-adf4-2b0e04def433&w=300
"Offres d'emploi","agent centre d'appel"," TND","Sousse, 8 hours ago",https://www.tayara.tn/mediaGateway/resize-image?img=f8/f8dd6d9b-6925-47e8-9c8b-31a42596b60d&w=300
"Vêtements pour enfant et bébé","Lot vetement fille","7 TND","Ben Arous, 8 hours ago",https://www.tayara.tn/mediaGateway/resize-image?img=91/919db269-d89a-48c4-97c9-23ef4a856840&w=300
"Terrains et Fermes","Terrain à Chatt Mariem Vue de Mer sur la Rue Principale ","400000 TND","Sousse, 8 hours ago",https://www.tayara.tn/mediaGateway/resize-image?img=c0/c036ca4e-b835-444d-b468-6eed72dbe12c.webp&w=100&w=300
"Terrains et Fermes","Des Terrains Agricoles à Chatt Mariem Foukaia","108000 TND","Sousse, 8 hours ago",https://www.tayara.tn/mediaGateway/resize-image?img=c0/c036ca4e-b835-444d-b468-6eed72dbe12c.webp&w=100&w=300
"Maisons et Villas","Villa Fait le Coin Idéal pour Habitation ou Investissement à Cité Taamir ","700000 TND","Sousse, 8 hours ago",https://www.tayara.tn/mediaGateway/resize-image?img=c0/c036ca4e-b835-444d-b468-6eed72dbe12c.webp&w=100&w=300
"Terrains et Fermes","Terrain à Bouhsina Cité Olympique","350000 TND","Sousse, 8 hours ago",https://www.tayara.tn/mediaGateway/resize-image?img=c0/c036ca4e-b835-444d-b468-6eed72dbe12c.webp&w=100&w=300
"Maisons et Villas","Maison Style Arabesque à Médina Sousse","219000 TND","Sousse, 8 hours ago",https://www.tayara.tn/mediaGateway/resize-image?img=c0/c036ca4e-b835-444d-b468-6eed72dbe12c.webp&w=100&w=300
"Terrains et Fermes","Terrain à Kssibet Sousse dans un Quartier Calme","140000 TND","Sousse, 8 hours ago",https://www.tayara.tn/mediaGateway/resize-image?img=c0/c036ca4e-b835-444d-b468-6eed72dbe12c.webp&w=100&w=300
Appartements,"(S+2) à Sahloul Directe Promoteur ","285000 TND","Sousse, 8 hours ago",https://www.tayara.tn/mediaGateway/resize-image?img=c0/c036ca4e-b835-444d-b468-6eed72dbe12c.webp&w=100&w=300
"Terrains et Fermes","Terrain à Zaouit Sousse ","105000 TND","Sousse, 8 hours ago",https://www.tayara.tn/mediaGateway/resize-image?img=c0/c036ca4e-b835-444d-b468-6eed72dbe12c.webp&w=100&w=300
Voitures,"Seat Ibiza 1ère Main","28000 TND","Tunis, 8 hours ago",https://www.tayara.tn/mediaGateway/resize-image?img=81/81097c95-b48c-4290-9574-fb05bc717a56&w=300
Appartements,"a vendre un appartement s2 direct promoteur a l'aouina cité wahat ","267000 TND","Tunis, 8 hours ago",https://www.tayara.tn/mediaGateway/resize-image?img=56/561997b5-9aa8-463f-82da-06ea2d5d1883&w=300
"Meubles et Décoration","Table et 4 chaises cacheté
Possibilité de la livraison ","100 TND","Ariana, 8 hours ago",https://www.tayara.tn/mediaGateway/resize-image?img=5e/5e90dbcd-e5c4-4a83-a6e6-e06d9db1da61&w=300
"Ordinateurs portables","Dell 65W 19.5V 3.34A ","85 TND","Kairouan, 8 hours ago",https://www.tayara.tn/mediaGateway/resize-image?img=bd/bd17d452-12e6-4d60-bc1e-a8796243fe57&w=300
"Electroménagers et Vaisselles","vaisselle Brandt DFH625","600 TND","Ariana, 8 hours ago",https://www.tayara.tn/mediaGateway/resize-image?img=1c/1ccb4a1c-e4f2-417b-8c96-418999019543&w=300
Voitures,"golf 6","42500 TND","Sousse, 8 hours ago",https://www.tayara.tn/mediaGateway/resize-image?img=db/dbc6f46a-7863-428b-a23b-b6ebe0ca34cf&w=300
Appartements,"a vendre magnifique appartement s2 haut standing a l'aouina avec place parking sous-sol ","330000 TND","Tunis, 8 hours ago",https://www.tayara.tn/mediaGateway/resize-image?img=17/17caba5d-bb84-40a0-8c99-174ea90ba8ec&w=300
Appartements,"a louer un appartement s3 a l'aouina avec place parking sous-sol","1550 TND","Tunis, 8 hours ago",https://www.tayara.tn/mediaGateway/resize-image?img=4f/4f0d8215-310a-4ef0-a1b5-3329b2035a1a&w=300
"Locations de vacances","appartement meublé studio location par nuitée jour nuitée ","70 TND","Tunis, 8 hours ago",https://www.tayara.tn/mediaGateway/resize-image?img=b3/b32eaeb7-bc82-4bb5-a663-26a45f611aca&w=300
"Maisons et Villas","Maison 268 m² à cité Mirdès Kelibia ","549998 TND","Nabeul, 8 hours ago",https://www.tayara.tn/mediaGateway/resize-image?img=07/07377aca-d991-44f6-bc2f-bf95713adf7c.png&w=100&w=300
Vélos,"vélo électrique hybride giant","2300 TND","Sfax, 8 hours ago",https://www.tayara.tn/mediaGateway/resize-image?img=15/15d6e7fd-7e7f-4d3a-a73b-78be25186587&w=300
Motos,"2 Ovetto 50cc importer"," TND","Bizerte, 8 hours ago",https://www.tayara.tn/mediaGateway/resize-image?img=8d/8d55b2dc-eaff-42cd-8de2-915ec44bb11a&w=300
"Ordinateurs portables","Dell 130w 19.5V 6.7A","160 TND","Kairouan, 8 hours ago",https://www.tayara.tn/mediaGateway/resize-image?img=5c/5cffe2cc-a635-4a57-904d-3652d3684231&w=300
"Terrains et Fermes","Terrain agricole 5000 m² à Tahert Kelibia","150000 TND","Nabeul, 8 hours ago",https://www.tayara.tn/mediaGateway/resize-image?img=07/07377aca-d991-44f6-bc2f-bf95713adf7c.png&w=100&w=300
"Jeux vidéo et Consoles","Xbox Series S cacheté jamais servi","1130 TND","Ben Arous, 8 hours ago",https://www.tayara.tn/mediaGateway/resize-image?img=5d/5d76dd9c-8646-4f47-a977-4a523a49527a&w=300
Télévisions,"TV LCD HD SAMSUNG + récepteur bein gratuit ","350 TND","Tunis, 8 hours ago",https://www.tayara.tn/mediaGateway/resize-image?img=01/01fc5072-0233-4493-b4f0-d5568b1fb983&w=300
"Locations de vacances","appartement meublé studio location par nuitée jour ","70 TND","Ariana, 9 hours ago",https://www.tayara.tn/mediaGateway/resize-image?img=88/8898652e-3e30-4bbc-ad2b-9e76356eaa16&w=300
"Ordinateurs portables","MacBook Pro 13"" 2017/ i5/ 8G/ 128G","1690 TND","Tunis, 9 hours ago",https://www.tayara.tn/mediaGateway/resize-image?img=70/70612bf8-9564-4b3d-8b0c-620cf0dbd54a&w=300
Voitures,"Louage Fiat Ducato - moteur iveco","14900 TND","Tunis, 9 hours ago",https://www.tayara.tn/mediaGateway/resize-image?img=b3/b3a9a843-f965-4249-bd08-4375c3b9affa&w=300
"Vêtements pour enfant et bébé","Lot de vetements fille","10 TND","Ben Arous, 9 hours ago",https://www.tayara.tn/mediaGateway/resize-image?img=02/02751b93-01d7-4047-99b8-d46ba08f0d4e&w=300
Voitures,"Seat ibiza","27000 TND","Tunis, 9 hours ago",https://www.tayara.tn/mediaGateway/resize-image?img=de/de0e596b-ee7a-47ee-b525-34500367e4a7&w=300
"Maisons et Villas","A Louer villa à Khzema ","1600 TND","Sousse, 9 hours ago",https://www.tayara.tn/mediaGateway/resize-image?img=af/af16cec7-5efe-4639-a41f-336c83d5cc40&w=100&w=300
"Jeux vidéo et Consoles","Mortal Combat 1 ps5 neuf","130 TND","Ben Arous, 9 hours ago",https://www.tayara.tn/mediaGateway/resize-image?img=39/3963d4da-0509-46e2-b987-56c117f4c497&w=300
"Ordinateurs portables","Casque Micro USB Jabra BIZ 1500 Duo","120 TND","Tunis, 9 hours ago",https://www.tayara.tn/mediaGateway/resize-image?img=e4/e40ada67-407e-42e9-a633-4b980e3ca60f&w=300
"Locations de vacances","appartement meublé studio location par nuitée jour ","70 TND","Ariana, 9 hours ago",https://www.tayara.tn/mediaGateway/resize-image?img=a7/a70fb460-42c7-4400-ade5-305a980f0885&w=300
"Instruments de musique","Gaming speakers color changing ","64 TND","Ben Arous, 9 hours ago",https://www.tayara.tn/mediaGateway/resize-image?img=7b/7b4b6075-07fb-43e7-9a4d-b8b0ffc3ae33&w=300
Voitures,"Ford fiesta a vendre ","16500 TND","Ben Arous, 9 hours ago",https://www.tayara.tn/mediaGateway/resize-image?img=9c/9cdc141a-22bd-4a1f-bb4f-5797db7e193f&w=300
Appartements,"A louer à ennasr 2","1100 TND","Ariana, 9 hours ago",https://www.tayara.tn/mediaGateway/resize-image?img=69/6941ac4f-8e7d-4621-882f-849dde138c77&w=300
Voitures,"4L , complet ","1500 TND","Tunis, 9 hours ago",https://www.tayara.tn/mediaGateway/resize-image?img=f8/f8152701-19e0-4004-a85c-278444bb22e1&w=300
Chaussures,"ASICS TIGER ONITSUKA daim POINTURE 42 ","90 TND","Ben Arous, 9 hours ago",https://www.tayara.tn/mediaGateway/resize-image?img=f6/f6d204da-803a-494e-98fa-9555db9ca0d2&w=300
Appartements,"S+2 à 185,000 tnd","185000 TND","Sousse, 9 hours ago",https://www.tayara.tn/mediaGateway/resize-image?img=b1/b1820029-377b-4263-985b-fe693d889280&w=100&w=300
Téléphones,"i phone 6 plus","450 TND","Tunis, 9 hours ago",https://www.tayara.tn/mediaGateway/resize-image?img=6d/6dc630d4-6f37-4533-af72-6aba2794a3d1&w=300
"Electroménagers et Vaisselles","Balance tefal OPTISS 85DT BAlance tefal compliss 85dt les deux neuf jamais utilisè","85 TND","Ben Arous, 9 hours ago",https://www.tayara.tn/mediaGateway/resize-image?img=d5/d5486385-2616-4bfa-a173-4c2e5300ff0b&w=300
"Pièces et Accessoires pour véhicules","cache baffle rond 13cm et 16 CM 25dt la paire tel 90 157701","23 TND","Ben Arous, 9 hours ago",https://www.tayara.tn/mediaGateway/resize-image?img=33/33ba970a-8b25-451f-8e54-941e571ff7b6&w=300
"Maisons et Villas","maison inachevé ","85000 TND","Ben Arous, 9 hours ago",https://www.tayara.tn/mediaGateway/resize-image?img=64/643bf353-bfd6-4ca9-add5-12f307ba2461&w=300
Appartements,"S+2 proche de la mer ","300000 TND","Sousse, 9 hours ago",https://www.tayara.tn/mediaGateway/resize-image?img=b1/b1820029-377b-4263-985b-fe693d889280&w=100&w=300
"Sacs et Accessoires","NEUF LOT DE 6 casquette neuf a 50dt","49 TND","Ben Arous, 9 hours ago",https://www.tayara.tn/mediaGateway/resize-image?img=c7/c767bd74-9c07-4c8e-94ad-461d3c0abcf3&w=300
Appartements,"A LOUER S+2 – JARDINS LAOUINA – 58258514 – FB.5809","1100 TND","Tunis, 9 hours ago",https://www.tayara.tn/mediaGateway/resize-image?img=72/72552cd3-e24e-41a8-bef7-611855aabed4&w=100&w=300
Appartements,"S+2 pour la vente ","155000 TND","Sousse, 9 hours ago",https://www.tayara.tn/mediaGateway/resize-image?img=b1/b1820029-377b-4263-985b-fe693d889280&w=100&w=300
Voitures,"fiat fiorino","33900 TND","Ben Arous, 9 hours ago",https://www.tayara.tn/mediaGateway/resize-image?img=42/428b902f-aba7-457c-ae6e-0e30ca2090e3&w=300
"Meubles et Décoration","armoire 3 portes","460 TND","Tunis, 9 hours ago",https://www.tayara.tn/mediaGateway/resize-image?img=86/866afd13-e4a3-4b9a-9243-ebd7ade0a28e&w=300
Voitures,"Belle Mercedes Benz à Vendre ","540000 TND","Sfax, 9 hours ago",https://www.tayara.tn/mediaGateway/resize-image?img=6d/6de378c4-9907-496a-b165-c320d407fccb&w=300
"Jeux vidéo et Consoles","cd xbox one"," TND","Ben Arous, 9 hours ago",https://www.tayara.tn/mediaGateway/resize-image?img=20/20fbf1e2-6245-4a99-b2b5-467703304301&w=300
"Terrains et Fermes","Terrain route bouzayen km10 ","110 TND","Sfax, 9 hours ago",https://www.tayara.tn/mediaGateway/resize-image?img=3e/3ed38c29-2aab-4600-9ad5-c3b38bf83ad5&w=300
"Terrains et Fermes","terrain a vendre","1000 TND","Tunis, 9 hours ago",https://www.tayara.tn/mediaGateway/resize-image?img=33/330a39bc-f88b-4385-9f2c-6cf7ac2762a0&w=300
"Autres ","terrain agricole à vendre ","170 TND","Ariana, 9 hours ago",https://www.tayara.tn/mediaGateway/resize-image?img=55/552c2b97-3d29-455b-8e3e-8f3858294f11&w=300
"Pièces et Accessoires pour véhicules","enjoliveur pour citroen d'origine","140 TND","Sousse, 9 hours ago",https://www.tayara.tn/mediaGateway/resize-image?img=5b/5b253df8-e0cd-404e-9ac6-c49a7bb7cbc1&w=300
"Sacs et Accessoires","lunette de vue pércé original","150 TND","Sousse, 9 hours ago",https://www.tayara.tn/mediaGateway/resize-image?img=0f/0fc63362-0fc9-4792-9ad1-38de2f3d07b4&w=300
Téléphones,"SMARTPHONE SAMSUNG GALAXY A05 4GO 128GO - Noir
","440 TND","Tunis, 9 hours ago",https://www.tayara.tn/mediaGateway/resize-image?img=c3/c351416c-0550-4fe3-8a49-71baaf5201ef&w=300
"Accessoires informatiques et Gadgets","SAMSUNG 980 PRO PCle 4.0 NVMe™ M.2 SSD cacheté","450 TND","Ben Arous, 9 hours ago",https://www.tayara.tn/mediaGateway/resize-image?img=95/95ac9c94-086c-4a20-83d8-35bc76d0a7af&w=300
"Image & Son","Haut Parleur JBL Boombox 3 - Connectivité: WIFI ;Bluetooth 5.3.","1900 TND","Ben Arous, 9 hours ago",https://www.tayara.tn/mediaGateway/resize-image?img=23/23530243-c38d-4cbd-bb91-79e8f9635b05&w=300
"Meubles et Décoration","lit capitonne 2 places","450 TND","Tunis, 9 hours ago",https://www.tayara.tn/mediaGateway/resize-image?img=ee/ee813fb3-deea-4ba3-87af-02f7e3c9ff38&w=300
Téléphones,"Iphone 11 64g version européenne "," TND","Tunis, 9 hours ago",https://www.tayara.tn/mediaGateway/resize-image?img=0f/0f21b011-5864-49ad-a180-4913a7615819&w=300
"Appareils photo et Caméras","✅Achète les Appareils photos Pro...et autres"," TND","Tunis, 9 hours ago",https://www.tayara.tn/mediaGateway/resize-image?img=06/06707683-aa4d-401e-8c14-d01c31541bb5&w=300
Appartements,"Loue etage de villa","1000 TND","Bizerte, 9 hours ago",https://www.tayara.tn/mediaGateway/resize-image?img=3e/3eaf3cb8-4f0b-4542-85f4-f60027499b0b&w=300
"Jeux vidéo et Consoles","Icon iron pro 4k","350 TND","Ben Arous, 9 hours ago",https://www.tayara.tn/mediaGateway/resize-image?img=c6/c62b2580-56ce-4cf2-b27e-bbc122c378fb&w=300
Appartements,"🛑 Offre de Location : APPAREMENT S2 LUMINEUX ET DE BONNE ORIENTATION ","1250 TND","Tunis, 9 hours ago",https://www.tayara.tn/mediaGateway/resize-image?img=9a/9a14dd07-684c-48e5-8408-b204f37e0e3e&w=100&w=300
Appartements,"S1 direct promoteur en vente à Kantaoui ","243000 TND","Sousse, 9 hours ago",https://www.tayara.tn/mediaGateway/resize-image?img=20/202ed713-bbe2-4614-b3d9-e850729f2883&w=100&w=300
"Maisons et Villas","Villa sur trois niveaux en vente a kantaoui ","2900000 TND","Sousse, 9 hours ago",https://www.tayara.tn/mediaGateway/resize-image?img=20/202ed713-bbe2-4614-b3d9-e850729f2883&w=100&w=300
Téléphones,"s21 ultra snapdragon ","1550 TND","Tunis, 9 hours ago",https://www.tayara.tn/mediaGateway/resize-image?img=db/dbf93da3-2648-4864-a3c8-6243c666b91e&w=300
Motos,"malaguti grizzly","2400 TND","Tunis, 9 hours ago",https://www.tayara.tn/mediaGateway/resize-image?img=b6/b69404cf-d1a8-48a9-ad7b-cbae462fba54&w=300
"Meubles et Décoration","salon à vendre ","250 TND","Ariana, 9 hours ago",https://www.tayara.tn/mediaGateway/resize-image?img=ac/ac61e567-57ad-43d6-bd97-babb0bf71e90&w=300
"Ordinateurs portables","Acer QuadCore/ 4G/ SSD 256G","450 TND","Tunis, 9 hours ago",https://www.tayara.tn/mediaGateway/resize-image?img=60/6049f08b-40da-4ae0-a03d-62b206a6bc51&w=300
"Meubles et Décoration","element de cuisine ","380 TND","Tunis, 9 hours ago",https://www.tayara.tn/mediaGateway/resize-image?img=e7/e782b162-5389-43fc-b8b5-a8c30b1b1fb5&w=300
"Pièces et Accessoires pour véhicules","Accessoires bmw "," TND","Tunis, 9 hours ago",https://www.tayara.tn/mediaGateway/resize-image?img=90/90876462-ba31-44cb-aecf-823f5240169c&w=300
Appartements,"A louer s1 haut standing jamais habité avec place de parking sous-sol à cité Wahat ","950 TND","Tunis, 9 hours ago",https://www.tayara.tn/mediaGateway/resize-image?img=59/599b59c8-7783-437d-aa75-084a2f702855&w=300
Appartements,"A vendre des appartements a la marsa"," TND","Tunis, 9 hours ago",https://www.tayara.tn/mediaGateway/resize-image?img=4d/4d7df5fd-23ea-44d2-bb47-ce21e7252745&w=300
Camions,"plateforme DMX"," TND","Nabeul, 9 hours ago",https://www.tayara.tn/mediaGateway/resize-image?img=74/74ffd9fc-8ae3-49f5-8c0e-3f97925e35f3&w=300
"Meubles et Décoration","Table de cuisine ","500 TND","Ariana, 9 hours ago",https://www.tayara.tn/mediaGateway/resize-image?img=7d/7daf3fc8-1be4-48f9-bbcf-06bdd87744b7&w=300
